rule_id,contract_clause_id,retrieved_sentence,retrieval_score
R25,7.2,The Processor shall make the records available to the Controller and the supervisory authority on request. 8. Costs for assistance and audits,0.6495
R25,10.5,"If the Controller requests the Processor to document its Sub-Processor’s compliance with the obligations laid down in Article 28 of the GDPR the Processor shall be entitled to fulfil this obligation by referring Controller to the relevant audit reports or similar documentation made available by the respective Sub-Processors with information indicating that the Sub-Processor in question complies with the GDPR, provided that such audit report(s) or similar documentation shall be based on applicable, acknowledged audit standards, e.g. ISAE 3000 or 3402, ISO 27001 or similar standards. Any additional audit reporting or additional other similar documentation requested by the Controller will be at the Controller’s cost and expenses and is charged under the conditions set out in Appendix 3. 11. Change of instructions",0.6240
R25,5.5,to provide Controller upon request and within reasonable time the information necessary to demonstrate compliance with the obligations laid down in this clause 5;,0.6191
R25,5.6,"to cooperate (including representatives of Processor), on the Controller’s request, with the supervisory authority in the performance of its tasks;",0.5752
R25,5.4,"where necessary and taking into account the nature of the Processing, to assist the Controller in its compliance with an obligation to carry out a data protection impact assessment (“DPIA”) and prior consulting of supervisory authorities where required, cf. articles 35 and 36 of the GDPR;",0.5702
R26,7.2,The Processor shall make the records available to the Controller and the supervisory authority on request. 8. Costs for assistance and audits,0.6759
R26,5.7,"to allow for and contribute during normal business hours to reasonably necessary audits including inspections, conducted by an external qualified auditor mandated by the Controller, solely for the purpose of fulfilment of the Controller's obligations laid down in Article 28 of the GDPR and for accurately stipulated research questions in this connection provided that such external qualified auditor is subject to and bound by confidentiality obligations as stipulated in clause 12 of this Agreement;",0.6725
R26,10.5,"If the Controller requests the Processor to document its Sub-Processor’s compliance with the obligations laid down in Article 28 of the GDPR the Processor shall be entitled to fulfil this obligation by referring Controller to the relevant audit reports or similar documentation made available by the respective Sub-Processors with information indicating that the Sub-Processor in question complies with the GDPR, provided that such audit report(s) or similar documentation shall be based on applicable, acknowledged audit standards, e.g. ISAE 3000 or 3402, ISO 27001 or similar standards. Any additional audit reporting or additional other similar documentation requested by the Controller will be at the Controller’s cost and expenses and is charged under the conditions set out in Appendix 3. 11. Change of instructions",0.5954
R26,5.6,"to cooperate (including representatives of Processor), on the Controller’s request, with the supervisory authority in the performance of its tasks;",0.5858
R26,12.4,"The Processor must ensure that the persons performing work for the Processor and who have access to Personal Data, only process such Personal Data as instructed by the Controller, unless processing is required under applicable EU law or national legislation. 13. Liability",0.5361
R27,10.2,"In the event that Processor engages Sub-processors for carrying out Processing activities on behalf of the Controller in accordance with Appendix 5, the same data protection obligations as set out in this Agreement shall be imposed on that Sub-processor by way of a contract or other legal act under EU or national Member State law, in particular providing sufficient guarantees to implement appropriate technical and organisational measures in such a manner that the Processing will meet the requirements of this Agreement.",0.7082
R27,10.4,Processor shall remain liable to the Controller for the performance of its Sub- processor's obligations.,0.6109
R27,10.5,"If the Controller requests the Processor to document its Sub-Processor’s compliance with the obligations laid down in Article 28 of the GDPR the Processor shall be entitled to fulfil this obligation by referring Controller to the relevant audit reports or similar documentation made available by the respective Sub-Processors with information indicating that the Sub-Processor in question complies with the GDPR, provided that such audit report(s) or similar documentation shall be based on applicable, acknowledged audit standards, e.g. ISAE 3000 or 3402, ISO 27001 or similar standards. Any additional audit reporting or additional other similar documentation requested by the Controller will be at the Controller’s cost and expenses and is charged under the conditions set out in Appendix 3. 11. Change of instructions",0.5852
R27,1.5,'Sub-processor' shall mean any processor engaged by the Processor for the Processing of Personal Data on behalf of the Controller.,0.5696
R27,12.4,"The Processor must ensure that the persons performing work for the Processor and who have access to Personal Data, only process such Personal Data as instructed by the Controller, unless processing is required under applicable EU law or national legislation. 13. Liability",0.5670
R28,10.4,Processor shall remain liable to the Controller for the performance of its Sub- processor's obligations.,0.8527
R28,12.4,"The Processor must ensure that the persons performing work for the Processor and who have access to Personal Data, only process such Personal Data as instructed by the Controller, unless processing is required under applicable EU law or national legislation. 13. Liability",0.6374
R28,10.2,"In the event that Processor engages Sub-processors for carrying out Processing activities on behalf of the Controller in accordance with Appendix 5, the same data protection obligations as set out in this Agreement shall be imposed on that Sub-processor by way of a contract or other legal act under EU or national Member State law, in particular providing sufficient guarantees to implement appropriate technical and organisational measures in such a manner that the Processing will meet the requirements of this Agreement.",0.6174
R28,13.3,"The Processor shall not be liable for loss or damages if caused by the Controller’s failure to comply with its obligations according to applicable EU or national data protection laws and regulations or this Agreement. Nor shall the Processor be liable for loss or damages in the event of the Controller’s breach of the Main Agreement and/or other agreement between the Parties involving Processing of Personal Data, or the Controller’s failure to comply with its obligations towards a supervisory authority, or for penalties imposed by a supervisory authority due to the Controller’s breach or failure to comply.",0.6154
R28,13.6,"Notwithstanding the foregoing, the limitations of the Processor’s liability set out in this clause 13 shall not apply to loss suffered or costs incurred by the Controller due to the Processor’s failure to comply with its obligations towards a supervisory authority or penalties imposed by a supervisory authority due to the Processor’s material breach.",0.5844
R29,12.3,Processor ensures that persons authorised to process the Personal Data have committed themselves to confidentiality or are under an appropriate statutory obligation of confidentiality.,0.5566
R29,3.2__1,"The details of the security measures taken by Processor in this respect of the Processing of Personal Data, are specified in Appendix 2, which forms an integral part of the Agreement.",0.5512
R29,3.5_d,"a process for testing, assessing and evaluating the effectiveness of technical and organisational measures for ensuring the security of the Processing. 2. In assessing the appropriate level of security account shall be taken in particular of the risks that are presented by Processing, in particular from accidental or unlawful destruction, loss, alteration, unauthorised disclosure of, or access to Personal Data transmitted, stored or otherwise processed. 3. The Processor hosts the data, including Personal Data, of the Controller via Microsoft Cloud Azure. The online hosting Services are delivered from data centres solely situated within EU, in Ireland and the Netherlands. 4. Microsoft Azure platform provides the security measures as described on www.Processor.com. 5. Particular security measures to be taken out by the Processor under this Agreement are specified in detail on www.Processor.com (Processor's Security and Privacy Protection Policies). Appendix 3 Costs for assistance and audits This Appendix forms part of the Agreement. 1. In the event that Controller requires assistance from the Processor or any of the Processor’s Sub-processors pursuant to this Agreement, such assistance is charged as follows:",0.5458
R29,3.1__1,The Processor agrees to implement appropriate technical and organisational measures in such a manner that the Processing of the Personal Data will meet the requirements of the GDPR and other applicable national and EU data protection law and ensure the protection of the rights of the Data Subjects.,0.5453
R29,3.5_main,"Data relating to criminal convictions and offences (cf. GDPR art. 10). *Sensitive data includes: data revealing racial or ethnic origin, political opinions, religious and/or philosophical beliefs, trade union membership, processing of genetic data or biometric data for the purpose of uniquely identifying a natural person, data concerning health and/or data concerning a natural person's sex life or sexual orientation Please note that for the processing of sensitive data, explicit consent of the Data Subject is required. Appendix 2 Security of Processing This Appendix forms part of the Agreement. 1. Taking into account the state of the art, the costs of implementation and the nature, scope, context and purposes of Processing as well as the risk of varying likelihood and severity for the rights and freedoms of natural persons, the Controller and the Processor shall implement appropriate technical and organisational measures to ensure a level of security appropriate to the risk, including inter alia as appropriate: (a) encryption of Personal Data when transmitted via public networks and in connection with remote access to Controller’s systems; (b) the ability to ensure the ongoing confidentiality, integrity, availability and resilience of Processing systems and Services;",0.5401
R30,5.2,"to Process Personal Data only in accordance with the instructions from the Controller, cf. clause 2 of this Agreement, including with regard to transfers of Personal Data to a Third Country or an international organisation, unless required to do so by Union or Member State law to which the Processor is subject; in such a case, the Processor shall inform the Controller of that legal requirement before Processing, unless that law prohibits such information on important grounds of public interest;",0.6793
R30,7.1_iv,"where applicable, transfers of Personal Data to a Third Country or an international organisation, including the identification of that Third Country or international organisation, and, in the case of transfer referred to in the 2nd subparagraph of Article 49(1) of the GDPR, the documentation of suitable safeguards;",0.5974
R30,12.3,Processor ensures that persons authorised to process the Personal Data have committed themselves to confidentiality or are under an appropriate statutory obligation of confidentiality.,0.5870
R30,12.4,"The Processor must ensure that the persons performing work for the Processor and who have access to Personal Data, only process such Personal Data as instructed by the Controller, unless processing is required under applicable EU law or national legislation. 13. Liability",0.5861
R30,2.1__3,The Processor has entered into an agreement with Microsoft Corporation whereby Microsoft is a Sub-processor to the Processor acting (on the Controller's behalf) to provide hosting services via the Microsoft Azure Cloud Platform. All of Controller's data including Personal Data are hosted on the Microsoft Azure Cloud Platform in Ireland and the Netherlands. The hosting services do not take place in countries outside EU.,0.5705
R31,10.2,"In the event that Processor engages Sub-processors for carrying out Processing activities on behalf of the Controller in accordance with Appendix 5, the same data protection obligations as set out in this Agreement shall be imposed on that Sub-processor by way of a contract or other legal act under EU or national Member State law, in particular providing sufficient guarantees to implement appropriate technical and organisational measures in such a manner that the Processing will meet the requirements of this Agreement.",0.5261
R31,3.1__1,The Processor agrees to implement appropriate technical and organisational measures in such a manner that the Processing of the Personal Data will meet the requirements of the GDPR and other applicable national and EU data protection law and ensure the protection of the rights of the Data Subjects.,0.5239
R31,12.3,Processor ensures that persons authorised to process the Personal Data have committed themselves to confidentiality or are under an appropriate statutory obligation of confidentiality.,0.5007
R31,10.5,"If the Controller requests the Processor to document its Sub-Processor’s compliance with the obligations laid down in Article 28 of the GDPR the Processor shall be entitled to fulfil this obligation by referring Controller to the relevant audit reports or similar documentation made available by the respective Sub-Processors with information indicating that the Sub-Processor in question complies with the GDPR, provided that such audit report(s) or similar documentation shall be based on applicable, acknowledged audit standards, e.g. ISAE 3000 or 3402, ISO 27001 or similar standards. Any additional audit reporting or additional other similar documentation requested by the Controller will be at the Controller’s cost and expenses and is charged under the conditions set out in Appendix 3. 11. Change of instructions",0.4917
R31,3.2__1,"The details of the security measures taken by Processor in this respect of the Processing of Personal Data, are specified in Appendix 2, which forms an integral part of the Agreement.",0.4730
R32,3.1__1,The Processor agrees to implement appropriate technical and organisational measures in such a manner that the Processing of the Personal Data will meet the requirements of the GDPR and other applicable national and EU data protection law and ensure the protection of the rights of the Data Subjects.,0.7127
R32,3.4__1,"If the Controller after the conclusion of this Agreement based on its own security and risk assessment requests that the Processor shall implement additional security measures or other technical or organisational measures than agreed to in Appendix 2, such request shall be handled in accordance with and is subject to clause 11 of this Agreement. 4. Obligations of the Controller The Controller agrees:",0.5837
R32,3.5_main,"Data relating to criminal convictions and offences (cf. GDPR art. 10). *Sensitive data includes: data revealing racial or ethnic origin, political opinions, religious and/or philosophical beliefs, trade union membership, processing of genetic data or biometric data for the purpose of uniquely identifying a natural person, data concerning health and/or data concerning a natural person's sex life or sexual orientation Please note that for the processing of sensitive data, explicit consent of the Data Subject is required. Appendix 2 Security of Processing This Appendix forms part of the Agreement. 1. Taking into account the state of the art, the costs of implementation and the nature, scope, context and purposes of Processing as well as the risk of varying likelihood and severity for the rights and freedoms of natural persons, the Controller and the Processor shall implement appropriate technical and organisational measures to ensure a level of security appropriate to the risk, including inter alia as appropriate: (a) encryption of Personal Data when transmitted via public networks and in connection with remote access to Controller’s systems; (b) the ability to ensure the ongoing confidentiality, integrity, availability and resilience of Processing systems and Services;",0.5790
R32,12.3,Processor ensures that persons authorised to process the Personal Data have committed themselves to confidentiality or are under an appropriate statutory obligation of confidentiality.,0.5734
R32,3.2__1,"The details of the security measures taken by Processor in this respect of the Processing of Personal Data, are specified in Appendix 2, which forms an integral part of the Agreement.",0.5673
R33,12.4,"The Processor must ensure that the persons performing work for the Processor and who have access to Personal Data, only process such Personal Data as instructed by the Controller, unless processing is required under applicable EU law or national legislation. 13. Liability",0.7406
R33,12.3,Processor ensures that persons authorised to process the Personal Data have committed themselves to confidentiality or are under an appropriate statutory obligation of confidentiality.,0.6738
R33,5.2,"to Process Personal Data only in accordance with the instructions from the Controller, cf. clause 2 of this Agreement, including with regard to transfers of Personal Data to a Third Country or an international organisation, unless required to do so by Union or Member State law to which the Processor is subject; in such a case, the Processor shall inform the Controller of that legal requirement before Processing, unless that law prohibits such information on important grounds of public interest;",0.6600
R33,2.1__1,"The Controller hereby authorises the Processor to Process the Personal Data on behalf of the Controller on the terms and conditions set out in this Agreement. The Processor shall Process the Personal Data only on documented instructions from the Controller. The Parties agree that this Agreement shall constitute the instructions as of the date of the Agreement. The Processor may – unless otherwise specifically is set out in the Agreement – apply all relevant means, including software, servers and IT systems.",0.6580
R33,10.2,"In the event that Processor engages Sub-processors for carrying out Processing activities on behalf of the Controller in accordance with Appendix 5, the same data protection obligations as set out in this Agreement shall be imposed on that Sub-processor by way of a contract or other legal act under EU or national Member State law, in particular providing sufficient guarantees to implement appropriate technical and organisational measures in such a manner that the Processing will meet the requirements of this Agreement.",0.5838
R34,6.1,Processor will notify the Controller without undue delay after becoming aware of a Personal Data Breach.,0.8537
R34,5.10,"To notify Controller in the event that a supervisory authority contacts Processor, insofar as permitted by law. 6. Personal Data breach",0.6950
R34,6.3,"The Controller shall immediately notify the Processor in writing after becoming aware of any possible unauthorised use of log-in information, passwords, credentials or other security breaches related to the Main Agreement. 7. Records of Processing activities",0.6487
R34,5.9,to notify Controller in the event of a Personal Data Breach as set out in clause 6 of this Agreement;,0.6365
R34,6.2_i,the (estimated) time of the Personal Data Breach;,0.5596
R35,12.4,"The Processor must ensure that the persons performing work for the Processor and who have access to Personal Data, only process such Personal Data as instructed by the Controller, unless processing is required under applicable EU law or national legislation. 13. Liability",0.6829
R35,13.3,"The Processor shall not be liable for loss or damages if caused by the Controller’s failure to comply with its obligations according to applicable EU or national data protection laws and regulations or this Agreement. Nor shall the Processor be liable for loss or damages in the event of the Controller’s breach of the Main Agreement and/or other agreement between the Parties involving Processing of Personal Data, or the Controller’s failure to comply with its obligations towards a supervisory authority, or for penalties imposed by a supervisory authority due to the Controller’s breach or failure to comply.",0.6785
R35,13.6,"Notwithstanding the foregoing, the limitations of the Processor’s liability set out in this clause 13 shall not apply to loss suffered or costs incurred by the Controller due to the Processor’s failure to comply with its obligations towards a supervisory authority or penalties imposed by a supervisory authority due to the Processor’s material breach.",0.6259
R35,13.1,The Processor shall be liable for damages in accordance with the general rules of Danish law subject to the limitations set out in this clause 13.,0.6223
R35,10.4,Processor shall remain liable to the Controller for the performance of its Sub- processor's obligations.,0.6139
R36,10.3,"In the case of general written authorisation, the Processor shall inform the Controller of any intended changes concerning the addition or replacement of Sub-processors, thereby giving the Controller the opportunity to object to such changes. However, the Controller cannot object to any intended changes concerning the addition or replacement of Sub-processors, if the new Sub-processor provides sufficient guarantees with respect to implementation of appropriate technical and organizational measures in such a manner that the Processing will meet the requirements of the GDPR as outlined in this Agreement. If the Controller does not object to changes concerning the addition or replacement of Sub-processors within 30 days from the Processor’s notification of the intended changes, such changes shall be deemed to be accepted by the Controller.",0.8087
R36,10.5,"If the Controller requests the Processor to document its Sub-Processor’s compliance with the obligations laid down in Article 28 of the GDPR the Processor shall be entitled to fulfil this obligation by referring Controller to the relevant audit reports or similar documentation made available by the respective Sub-Processors with information indicating that the Sub-Processor in question complies with the GDPR, provided that such audit report(s) or similar documentation shall be based on applicable, acknowledged audit standards, e.g. ISAE 3000 or 3402, ISO 27001 or similar standards. Any additional audit reporting or additional other similar documentation requested by the Controller will be at the Controller’s cost and expenses and is charged under the conditions set out in Appendix 3. 11. Change of instructions",0.5340
R36,10.1_main,"The Processor shall not engage a Sub-processor, unless this is approved by the Controller by",0.5314
R36,1.2__3_30__3,days after deletion. Notwithstanding the expiry of the Agreement the Processor's Processing of the Controller’s Personal Data during the deletion periods stipulated in the above clauses is to be regarded as taking place according to the Controller’s instructions. Appendix 5 Sub-processors This Appendix forms part of the Agreement. I. General Authorisation 1. The Controller hereby gives the Processor its prior general written authorisation to the Processor to use Sub-processors. A list of the Sub- Processors used by the Processor at the date of the Agreement is made available hereunder: 2. Microsoft Azure,0.5223
R36,11.2,"The Processor shall use reasonable endeavours to comply with any legislative changes. However, the Processor shall not be obligated to implement any change of the instructions if the Parties cannot in good faith agree to reasonable terms for the implementation. If the Parties fail to agree in good faith to reasonable terms regarding change of the instructions each Party shall be entitled to terminate this Agreement with a written notice of 60 days, provided that such changes are deemed necessary to comply with the GDPR or other applicable EU or national data protection laws and regulation. The Main Agreement and any other agreement between the Parties involving Processing of Personal Data shall automatically terminate at the same time.",0.5198
R37,5.10,"To notify Controller in the event that a supervisory authority contacts Processor, insofar as permitted by law. 6. Personal Data breach",0.4746
R37,6.1,Processor will notify the Controller without undue delay after becoming aware of a Personal Data Breach.,0.4587
R37,3.4__1,"If the Controller after the conclusion of this Agreement based on its own security and risk assessment requests that the Processor shall implement additional security measures or other technical or organisational measures than agreed to in Appendix 2, such request shall be handled in accordance with and is subject to clause 11 of this Agreement. 4. Obligations of the Controller The Controller agrees:",0.4442
R37,9.1,"Processor will give Controller access to system functionality in order for the Controller to delete and/or return (i.e. export) any and all of Controller’s data including the Personal Data during the Agreement. Upon expiry of the Agreement the Processor will delete all of Controller’s data including the Personal Data, unless EU or national Member State law requires storage of the Personal Data.",0.4438
R37,7.2,The Processor shall make the records available to the Controller and the supervisory authority on request. 8. Costs for assistance and audits,0.4414
R38,11.2,"The Processor shall use reasonable endeavours to comply with any legislative changes. However, the Processor shall not be obligated to implement any change of the instructions if the Parties cannot in good faith agree to reasonable terms for the implementation. If the Parties fail to agree in good faith to reasonable terms regarding change of the instructions each Party shall be entitled to terminate this Agreement with a written notice of 60 days, provided that such changes are deemed necessary to comply with the GDPR or other applicable EU or national data protection laws and regulation. The Main Agreement and any other agreement between the Parties involving Processing of Personal Data shall automatically terminate at the same time.",0.4953
R38,14.5,"Notwithstanding termination of this Agreement according to this clause 14, the Agreement shall be force for as long as the Processor Processes Personal Data on behalf of the Controller for example in respect of the deletion processes described in Appendix 4. 15. Governing Law and amendments",0.4819
R38,14.4,"A Party may terminate the Main Agreement in the event of the other Party’s material breach of this Agreement. Where such breach is capable of being remedied, a Party may only terminate the Main Agreement if the breaching Party has not remedied such breach within 30 days after giving written notice of such breach and the consequences of failure to remedy the breach.",0.4815
R38,9.1,"Processor will give Controller access to system functionality in order for the Controller to delete and/or return (i.e. export) any and all of Controller’s data including the Personal Data during the Agreement. Upon expiry of the Agreement the Processor will delete all of Controller’s data including the Personal Data, unless EU or national Member State law requires storage of the Personal Data.",0.4756
R38,13.7,Any claims by the Controller for compensation of damages will expire one year after the date on which the Controller became aware of or ought to have become aware of said damage. 14. Term and Termination of the Agreement,0.4675
R39,6.1,Processor will notify the Controller without undue delay after becoming aware of a Personal Data Breach.,0.6968
R39,5.10,"To notify Controller in the event that a supervisory authority contacts Processor, insofar as permitted by law. 6. Personal Data breach",0.6629
R39,5.9,to notify Controller in the event of a Personal Data Breach as set out in clause 6 of this Agreement;,0.6258
R39,6.3,"The Controller shall immediately notify the Processor in writing after becoming aware of any possible unauthorised use of log-in information, passwords, credentials or other security breaches related to the Main Agreement. 7. Records of Processing activities",0.5859
R39,6.2_i,the (estimated) time of the Personal Data Breach;,0.5783
R40,6.1,Processor will notify the Controller without undue delay after becoming aware of a Personal Data Breach.,0.6130
R40,6.3,"The Controller shall immediately notify the Processor in writing after becoming aware of any possible unauthorised use of log-in information, passwords, credentials or other security breaches related to the Main Agreement. 7. Records of Processing activities",0.6059
R40,5.10,"To notify Controller in the event that a supervisory authority contacts Processor, insofar as permitted by law. 6. Personal Data breach",0.5999
R40,5.9,to notify Controller in the event of a Personal Data Breach as set out in clause 6 of this Agreement;,0.5968
R40,6.2_i,the (estimated) time of the Personal Data Breach;,0.5254
R41,6.1,Processor will notify the Controller without undue delay after becoming aware of a Personal Data Breach.,0.5942
R41,5.10,"To notify Controller in the event that a supervisory authority contacts Processor, insofar as permitted by law. 6. Personal Data breach",0.5659
R41,5.9,to notify Controller in the event of a Personal Data Breach as set out in clause 6 of this Agreement;,0.5104
R41,6.3,"The Controller shall immediately notify the Processor in writing after becoming aware of any possible unauthorised use of log-in information, passwords, credentials or other security breaches related to the Main Agreement. 7. Records of Processing activities",0.4922
R41,11.3_iii__1,The Controller must without undue delay be informed of the indicative estimate of the implementation period and the related costs.,0.4815
R42,5.4,"where necessary and taking into account the nature of the Processing, to assist the Controller in its compliance with an obligation to carry out a data protection impact assessment (“DPIA”) and prior consulting of supervisory authorities where required, cf. articles 35 and 36 of the GDPR;",0.6114
R42,6.1,Processor will notify the Controller without undue delay after becoming aware of a Personal Data Breach.,0.5282
R42,5.10,"To notify Controller in the event that a supervisory authority contacts Processor, insofar as permitted by law. 6. Personal Data breach",0.5174
R42,4.1,To ensure that the Personal Data collected by Controller is done in accordance with the relevant provisions of the GDPR and other applicable EU and national data protection law in the Member State in which the Controller is established (and where applicable has been notified to the relevant authorities of that Member State) and does not violate the relevant provisions of that Member State. 5. General obligations of the Processor The Processor agrees:,0.5085
R42,3.4__1,"If the Controller after the conclusion of this Agreement based on its own security and risk assessment requests that the Processor shall implement additional security measures or other technical or organisational measures than agreed to in Appendix 2, such request shall be handled in accordance with and is subject to clause 11 of this Agreement. 4. Obligations of the Controller The Controller agrees:",0.5049
R43,5.4,"where necessary and taking into account the nature of the Processing, to assist the Controller in its compliance with an obligation to carry out a data protection impact assessment (“DPIA”) and prior consulting of supervisory authorities where required, cf. articles 35 and 36 of the GDPR;",0.6287
R43,5.10,"To notify Controller in the event that a supervisory authority contacts Processor, insofar as permitted by law. 6. Personal Data breach",0.5049
R43,6.1,Processor will notify the Controller without undue delay after becoming aware of a Personal Data Breach.,0.5038
R43,5.6,"to cooperate (including representatives of Processor), on the Controller’s request, with the supervisory authority in the performance of its tasks;",0.4808
R43,5.3,"where necessary and taking into account the nature of the Processing, to assist the Controller by appropriate technical and organisational measures, insofar as this is possible, for the fulfilment of the Controller's obligation by law to respond to requests for exercising the Data Subjects’ rights laid down in chapter III of the GDPR;",0.4749
R44,5.4,"where necessary and taking into account the nature of the Processing, to assist the Controller in its compliance with an obligation to carry out a data protection impact assessment (“DPIA”) and prior consulting of supervisory authorities where required, cf. articles 35 and 36 of the GDPR;",0.5558
R44,5.10,"To notify Controller in the event that a supervisory authority contacts Processor, insofar as permitted by law. 6. Personal Data breach",0.5240
R44,5.6,"to cooperate (including representatives of Processor), on the Controller’s request, with the supervisory authority in the performance of its tasks;",0.5029
R44,5.3,"where necessary and taking into account the nature of the Processing, to assist the Controller by appropriate technical and organisational measures, insofar as this is possible, for the fulfilment of the Controller's obligation by law to respond to requests for exercising the Data Subjects’ rights laid down in chapter III of the GDPR;",0.4984
R44,1.3__2,It is the sole responsibility and liability of the Controller to ensure the necessary basis of lawful Processing for the transfer of the Controller’s Personal Data to and from any third party provider of an integration service and/or application that is used by the Controller via Processor.com and the Processing by any third party provider of the Controller’s Personal Data in this respect. 2. Data Subjects,0.4860
R45,5.4,"where necessary and taking into account the nature of the Processing, to assist the Controller in its compliance with an obligation to carry out a data protection impact assessment (“DPIA”) and prior consulting of supervisory authorities where required, cf. articles 35 and 36 of the GDPR;",0.5901
R45,3.4__1,"If the Controller after the conclusion of this Agreement based on its own security and risk assessment requests that the Processor shall implement additional security measures or other technical or organisational measures than agreed to in Appendix 2, such request shall be handled in accordance with and is subject to clause 11 of this Agreement. 4. Obligations of the Controller The Controller agrees:",0.4925
R45,10.5,"If the Controller requests the Processor to document its Sub-Processor’s compliance with the obligations laid down in Article 28 of the GDPR the Processor shall be entitled to fulfil this obligation by referring Controller to the relevant audit reports or similar documentation made available by the respective Sub-Processors with information indicating that the Sub-Processor in question complies with the GDPR, provided that such audit report(s) or similar documentation shall be based on applicable, acknowledged audit standards, e.g. ISAE 3000 or 3402, ISO 27001 or similar standards. Any additional audit reporting or additional other similar documentation requested by the Controller will be at the Controller’s cost and expenses and is charged under the conditions set out in Appendix 3. 11. Change of instructions",0.4826
R45,6.1,Processor will notify the Controller without undue delay after becoming aware of a Personal Data Breach.,0.4701
R45,5.10,"To notify Controller in the event that a supervisory authority contacts Processor, insofar as permitted by law. 6. Personal Data breach",0.4675
R46,12.4,"The Processor must ensure that the persons performing work for the Processor and who have access to Personal Data, only process such Personal Data as instructed by the Controller, unless processing is required under applicable EU law or national legislation. 13. Liability",0.6053
R46,13.3,"The Processor shall not be liable for loss or damages if caused by the Controller’s failure to comply with its obligations according to applicable EU or national data protection laws and regulations or this Agreement. Nor shall the Processor be liable for loss or damages in the event of the Controller’s breach of the Main Agreement and/or other agreement between the Parties involving Processing of Personal Data, or the Controller’s failure to comply with its obligations towards a supervisory authority, or for penalties imposed by a supervisory authority due to the Controller’s breach or failure to comply.",0.5997
R46,10.4,Processor shall remain liable to the Controller for the performance of its Sub- processor's obligations.,0.5756
R46,13.6,"Notwithstanding the foregoing, the limitations of the Processor’s liability set out in this clause 13 shall not apply to loss suffered or costs incurred by the Controller due to the Processor’s failure to comply with its obligations towards a supervisory authority or penalties imposed by a supervisory authority due to the Processor’s material breach.",0.5664
R46,1.3__2,It is the sole responsibility and liability of the Controller to ensure the necessary basis of lawful Processing for the transfer of the Controller’s Personal Data to and from any third party provider of an integration service and/or application that is used by the Controller via Processor.com and the Processing by any third party provider of the Controller’s Personal Data in this respect. 2. Data Subjects,0.5620
