rule_id,contract_clause_id,retrieved_sentence,retrieval_score
R31,main_6.2,"The Data Processor shall conclude a written sub-processor agreement with any Sub-Processors. Such an agreement shall at minimum provide the same data protection obligations as the ones applicable to the Data Processor, including the obligations under this Data Processor Agreement. The Data Processor shall on an ongoing basis monitor and control its Sub- Processors’ compliance with the Applicable Law. Documentation of such monitoring and control shall be provided to the Data Controller if so requested in writing.",0.4437
R31,main_5.8.1_ii,the Data Processor complies with the Applicable Law in respect of the processing of the Data Controller’s Personal Data.,0.4408
R32,main_5.2.1,"The Data Processor shall implement the appropriate technical and organizational measures as set out in this Agreement and in the Applicable Law, including in accordance with GDPR, article 32.",0.7220
R32,main_3.3,"The Data Processor shall have and maintain a register of processing activities in accordance with GDPR, article 32 (2).",0.5632
R32,main_5.7.2_iii,"A description of the measures that the Data Processor has taken or proposes to take to address the Personal Data Breach, including, where appropriate, measures taken to mitigate its adverse effects.",0.5380
R32,main_5.4.1,The Data Processor shall provide documentation for the Data Processor’s security measures if requested by the Data Controller in writing.,0.5279
R32,main_2.1_main,"The Data Processor Agreement shall ensure that the Data Processor complies with the applicable data protection and privacy legislation (the ”Applicable Law”), including in particular:",0.5015
R33,main_5.4,The Data Processor shall also ensure that the Data Processor’s employees working processing the Personal Data only processes the Personal Data in accordance with the Instruction.,0.7041
R33,main_5.1.1,"The Data Processor shall treat all the Personal Data as strictly confidential information. The Personal Data may not be copied, transferred or otherwise processed in conflict with the Instruction, unless the Data Controller in writing has agreed hereto.",0.6321
R33,main_4.1,The Data Processor may only act and process the Personal Data in accordance with the documented instruction from the Data Controller (the ”Instruction”). The Instruction at the time of entering into this Data Processor Agreement is that the Data Processor may only process the Personal Data with the purpose of delivering the Main Services as described in the Main Agreement.,0.6267
R33,main_5.3,The Data Processor shall ensure that access to the Personal Data is restricted to only the employees to whom it is necessary and relevant to process the Personal Data in order for the Data Processor to perform its obligations under the Main Agreement and this Data Processor Agreement.,0.5993
R33,main_6.3,The Data Processor is accountable to the Data Controller for any Sub-Processor in the same way as for its own actions and omissions.,0.5966
R34,main_5.7.1,"The Data Processor shall give immediate notice to the Data Controller if a breach of the data security occurs, that can lead to the accidental or unlawful destruction, loss, alteration, unauthorized disclosure of or access to, personal data transmitted, stored or otherwise processed re the Personal Data processed on behalf of the Data Controller (a “Personal Data Breach”).",0.6936
R34,main_5.7.3,The register of Personal Data Breaches shall be provided to the Data Controller in copy if so requested in writing by the Data Controller or the relevant Data Protection Agency.,0.5943
R34,main_5.7.2_main,The Data Processor shall have and maintain a register of all Personal Data Breaches. The register shall at a minimum include the following:,0.5712
R34,main_4.3,The Data Processor shall give notice without undue delay if the Data Processor considers the at the time being Instruction to be in conflict with the Applicable Law. 5. The data Processor’s obligations,0.5531
R34,main_5.7,Personal Data Breaches,0.5380
R35,main_6.3,The Data Processor is accountable to the Data Controller for any Sub-Processor in the same way as for its own actions and omissions.,0.5835
R35,main_3.3,"The Data Processor shall have and maintain a register of processing activities in accordance with GDPR, article 32 (2).",0.5459
R35,main_5.8.1_i,the Data Processor complies with its obligations under this Data Processor Agreement and the Instruction; and,0.5456
R35,main_7.3,"If changes to the Applicable Law, including new guidance or courts practice, result in additional costs to the Data Processor, the Data Controller shall indemnify the Data Processor of such documented costs. 8. Breach and liability",0.5453
R35,main_8.2,"Each party’s cumulated liability under this Data Processor Agreement is limited to the payments made under the Main Agreement in the 12 months before the occurrence of the circumstances leading to a breach of contract. If the Data Processor Agreement has not been in force for 12 months before the occurrence of the circumstances leading to a breach of contract, the limited liability amount shall be calculated proportionately based on the actual performed payments.",0.5441
R36,main_6.1_main,"The Data Processor is given general authorization to engage third-parties to process the Personal Data (“Sub-Processors”) without obtaining any further written, specific authorization from the Data Controller, provided that the Data Processor notifies the Data Controller in writing about the identity of a potential Sub-Processor (and its processors, if any) before any agreements are made with the relevant Sub-Processors and before the relevant Sub-Processor processes any of the Personal Data. If the Data Controller wish to object to the relevant Sub- Processor, the Data Controller shall give notice hereof in writing within seven",0.6619
R36,main_6.2,"The Data Processor shall conclude a written sub-processor agreement with any Sub-Processors. Such an agreement shall at minimum provide the same data protection obligations as the ones applicable to the Data Processor, including the obligations under this Data Processor Agreement. The Data Processor shall on an ongoing basis monitor and control its Sub- Processors’ compliance with the Applicable Law. Documentation of such monitoring and control shall be provided to the Data Controller if so requested in writing.",0.5371
R36,main_7.2_ii,where the Data Controller explicitly requires that the changes to the Instruction shall be applicable before the changes can be implemented; and,0.5185
R36,main_6.1_7,calendar days from receiving the notification from the Data Processor. Absence of any objections from the Data Controller shall be deemed a consent to the relevant Sub-Processor.,0.4949
R36,sub_b_2.1_main,The following Sub-Processors have been added and communicated to the Data Controller prior to the relevant sub-processing:,0.4863
R37,main_7.2_ii,where the Data Controller explicitly requires that the changes to the Instruction shall be applicable before the changes can be implemented; and,0.4586
R37,main_5.6.2,"If the Data Processor receives a request from a data subject for the exercise of the data subject’s rights under the Applicable Law and such request is related to the Personal Data of the Data Controller, the Data Processor must immediately forward the request to the Data Controller and must refrain from responding to the person directly.",0.4417
R37,main_4.2,"The Data Controller guarantees that the Personal Data transferred to the Data Processor is processed by the Data Controller in accordance with the Applicable Law, including the legislative requirements re lawfulness of processing.",0.4343
R37,main_5.6,Rights of the data subjects,0.4317
R37,main_3.3,"The Data Processor shall have and maintain a register of processing activities in accordance with GDPR, article 32 (2).",0.4252
R38,main_9.1,The Data processor Agreement shall remain in force until the Main Agreement is terminated. 10. Termination,0.5140
R38,main_10.1,The Data Processor’s authorization to process Personal Data on behalf of the Data Controller shall be annulled at the termination of this Data Processor Agreement.,0.4839
R38,main_10.3,"At the termination of this Data Processor Agreement, the Data Processor and its Sub- Processors shall return the Personal Data processed under this Data Processor Agreement to the Data Controller, provided that the Data Controller is not already in possession of the Personal Data. The Data Processor is hereafter obliged to delete all the Personal Data and provide documentation for such deletion to the Data Controller. 11. Contact",0.4507
R38,main_10.2,"The Data Processor shall continue to process the Personal Data for up to three months after the termination of the Data Processor Agreement to the extent it is necessary and required under the Applicable Law. In the same period, the Data Processor is entitled to include the Personal Data in the Data Processor’s backup. The Data Processor’s processing of the Data Controller’s Personal Data in the three months after the termination of this Data Processor Agreement shall be considered as being in accordance with the Instruction.",0.4474
R38,main_8.1,The Main Agreement’s regulation of breach of contract and the consequences hereof shall apply equally to this Data Processor Agreement as if this Data Processor Agreement is an integrated part hereof.,0.4163
R39,main_5.7.1,"The Data Processor shall give immediate notice to the Data Controller if a breach of the data security occurs, that can lead to the accidental or unlawful destruction, loss, alteration, unauthorized disclosure of or access to, personal data transmitted, stored or otherwise processed re the Personal Data processed on behalf of the Data Controller (a “Personal Data Breach”).",0.6181
R39,main_5.7.3,The register of Personal Data Breaches shall be provided to the Data Controller in copy if so requested in writing by the Data Controller or the relevant Data Protection Agency.,0.5948
R39,main_5.7,Personal Data Breaches,0.5304
R39,main_5.7.2_main,The Data Processor shall have and maintain a register of all Personal Data Breaches. The register shall at a minimum include the following:,0.5048
R39,main_5.7.2_i,"A description of the nature of the Personal Data Breach, including, if possible, the categories and the approximate number of affected Data Subjects and the categories and the approximate number of affected registrations of personal data.",0.4910
R40,main_5.7.3,The register of Personal Data Breaches shall be provided to the Data Controller in copy if so requested in writing by the Data Controller or the relevant Data Protection Agency.,0.6099
R40,main_5.7.2_main,The Data Processor shall have and maintain a register of all Personal Data Breaches. The register shall at a minimum include the following:,0.5881
R40,main_5.7,Personal Data Breaches,0.5833
R40,main_5.7.1,"The Data Processor shall give immediate notice to the Data Controller if a breach of the data security occurs, that can lead to the accidental or unlawful destruction, loss, alteration, unauthorized disclosure of or access to, personal data transmitted, stored or otherwise processed re the Personal Data processed on behalf of the Data Controller (a “Personal Data Breach”).",0.5657
R40,main_3.3,"The Data Processor shall have and maintain a register of processing activities in accordance with GDPR, article 32 (2).",0.5277
R41,main_5.7.1,"The Data Processor shall give immediate notice to the Data Controller if a breach of the data security occurs, that can lead to the accidental or unlawful destruction, loss, alteration, unauthorized disclosure of or access to, personal data transmitted, stored or otherwise processed re the Personal Data processed on behalf of the Data Controller (a “Personal Data Breach”).",0.5186
R41,main_5.7.3,The register of Personal Data Breaches shall be provided to the Data Controller in copy if so requested in writing by the Data Controller or the relevant Data Protection Agency.,0.5041
R41,main_5.7,Personal Data Breaches,0.4793
R41,main_5.6.2,"If the Data Processor receives a request from a data subject for the exercise of the data subject’s rights under the Applicable Law and such request is related to the Personal Data of the Data Controller, the Data Processor must immediately forward the request to the Data Controller and must refrain from responding to the person directly.",0.4580
R41,main_5.7.2_i,"A description of the nature of the Personal Data Breach, including, if possible, the categories and the approximate number of affected Data Subjects and the categories and the approximate number of affected registrations of personal data.",0.4427
R42,main_5.5.1,"If the Data Processor’s assistance is necessary and relevant, the Data Processor shall assist the Data Controller in preparing data protection impact assessments in accordance with GDPR, article 35, along with any prior consultation in accordance with GDPR, article 36.",0.6089
R42,main_5.5,Data protection impact assessments and prior consultation,0.5740
R42,main_3.3,"The Data Processor shall have and maintain a register of processing activities in accordance with GDPR, article 32 (2).",0.5621
R42,main_5.2.1,"The Data Processor shall implement the appropriate technical and organizational measures as set out in this Agreement and in the Applicable Law, including in accordance with GDPR, article 32.",0.5130
R42,main_5.7.2_main,The Data Processor shall have and maintain a register of all Personal Data Breaches. The register shall at a minimum include the following:,0.4855
R43,main_5.5.1,"If the Data Processor’s assistance is necessary and relevant, the Data Processor shall assist the Data Controller in preparing data protection impact assessments in accordance with GDPR, article 35, along with any prior consultation in accordance with GDPR, article 36.",0.6355
R43,main_5.5,Data protection impact assessments and prior consultation,0.5871
R43,main_3.3,"The Data Processor shall have and maintain a register of processing activities in accordance with GDPR, article 32 (2).",0.4936
R43,main_5.6.1,"If the Data Controller receives a request from a data subject for the exercise of the data subject’s rights under the Applicable Law and the correct and legitimate reply to such a request necessitates the Data Processor’s assistance, the Data Processor shall assist the Data Controller by providing the necessary information and documentation. The Data Processor shall be given reasonable time to assist the Data Controller with such requests in accordance with the Applicable Law.",0.4777
R43,main_5.2.1,"The Data Processor shall implement the appropriate technical and organizational measures as set out in this Agreement and in the Applicable Law, including in accordance with GDPR, article 32.",0.4637
R44,main_5.5,Data protection impact assessments and prior consultation,0.5593
R44,main_5.5.1,"If the Data Processor’s assistance is necessary and relevant, the Data Processor shall assist the Data Controller in preparing data protection impact assessments in accordance with GDPR, article 35, along with any prior consultation in accordance with GDPR, article 36.",0.5517
R44,main_5.6,Rights of the data subjects,0.5239
R44,main_5.6.1,"If the Data Controller receives a request from a data subject for the exercise of the data subject’s rights under the Applicable Law and the correct and legitimate reply to such a request necessitates the Data Processor’s assistance, the Data Processor shall assist the Data Controller by providing the necessary information and documentation. The Data Processor shall be given reasonable time to assist the Data Controller with such requests in accordance with the Applicable Law.",0.4973
R44,main_5.6.2,"If the Data Processor receives a request from a data subject for the exercise of the data subject’s rights under the Applicable Law and such request is related to the Personal Data of the Data Controller, the Data Processor must immediately forward the request to the Data Controller and must refrain from responding to the person directly.",0.4967
R45,main_5.5.1,"If the Data Processor’s assistance is necessary and relevant, the Data Processor shall assist the Data Controller in preparing data protection impact assessments in accordance with GDPR, article 35, along with any prior consultation in accordance with GDPR, article 36.",0.5917
R45,main_5.5,Data protection impact assessments and prior consultation,0.5655
R45,main_3.3,"The Data Processor shall have and maintain a register of processing activities in accordance with GDPR, article 32 (2).",0.5003
R45,main_5.4.1,The Data Processor shall provide documentation for the Data Processor’s security measures if requested by the Data Controller in writing.,0.4498
R45,main_5.8.1_ii,the Data Processor complies with the Applicable Law in respect of the processing of the Data Controller’s Personal Data.,0.4439
R46,main_6.3,The Data Processor is accountable to the Data Controller for any Sub-Processor in the same way as for its own actions and omissions.,0.5857
R46,main_7.3,"If changes to the Applicable Law, including new guidance or courts practice, result in additional costs to the Data Processor, the Data Controller shall indemnify the Data Processor of such documented costs. 8. Breach and liability",0.5255
R46,main_3.3,"The Data Processor shall have and maintain a register of processing activities in accordance with GDPR, article 32 (2).",0.5201
R46,main_5.5.1,"If the Data Processor’s assistance is necessary and relevant, the Data Processor shall assist the Data Controller in preparing data protection impact assessments in accordance with GDPR, article 35, along with any prior consultation in accordance with GDPR, article 36.",0.5027
R46,main_5.7.1,"The Data Processor shall give immediate notice to the Data Controller if a breach of the data security occurs, that can lead to the accidental or unlawful destruction, loss, alteration, unauthorized disclosure of or access to, personal data transmitted, stored or otherwise processed re the Personal Data processed on behalf of the Data Controller (a “Personal Data Breach”).",0.4956
